Fecha,Precipitacion_mm,Temperatura_C,Humedad_Relativa_%,Velocidad_Viento_m_s,Humedad_Suelo_Superficie_m3_m3,Humedad_Suelo_Raices_m3_m3,Radiacion_Solar_MJ_m2
2012-01-21,2.12,19.08,77.86,1.6,0.4203529357910156,0.420654296875,21.32
2012-01-22,13.35,19.81,84.69,1.48,0.45147260030110675,0.42518170674641925,16.88
2012-01-23,15.25,20.24,87.05,1.45,0.47297922770182294,0.45137914021809894,15.21
2012-01-24,22.74,20.39,88.96,1.47,0.46473948160807294,0.45883623758951825,14.39
2012-01-25,26.18,20.19,90.04,1.58,0.4604714711507161,0.46369043986002606,12.29
2012-01-26,5.33,19.13,85.22,1.81,0.4708690643310547,0.4667193094889323,14.9
2012-01-27,8.89,19.65,87.27,1.57,0.47467676798502606,0.46799341837565106,15.82
2012-01-28,12.33,20.4,86.41,1.79,0.48297373453776044,0.47754542032877606,14.88
2012-01-29,11.52,19.71,86.99,1.91,0.4812628428141276,0.479312260945638,13.08
2012-01-30,5.38,19.25,85.4,1.85,0.47148704528808594,0.4728323618570964,13.55
2012-01-31,8.2,19.74,85.54,2.0,0.4756622314453125,0.47162310282389325,13.1
2012-02-01,2.39,19.9,78.68,1.93,0.4629096984863281,0.46840540568033856,19.33
2012-02-02,0.4,19.45,75.0,1.59,0.44391632080078125,0.45568084716796875,21.89
2012-02-03,0.31,19.7,76.36,1.66,0.4262860616048177,0.4424794514973958,21.24
2012-02-04,2.08,20.29,81.66,1.48,0.41753514607747394,0.4319610595703125,19.32
2012-02-05,8.78,21.15,84.08,1.1,0.4466940561930339,0.4296404520670573,15.47
2012-02-06,7.06,22.36,83.59,0.76,0.4531472524007161,0.4361349741617839,15.25
2012-02-07,7.92,21.82,88.09,1.44,0.46499379475911456,0.44889386494954425,16.38
2012-02-08,9.0,21.66,86.12,1.81,0.4709218343098958,0.4625988006591797,17.33
2012-02-09,1.94,20.67,84.22,1.46,0.4594046274820964,0.45990435282389325,14.63
2012-02-10,2.11,21.8,79.18,1.17,0.44629478454589844,0.4525636037190755,20.58
2012-02-11,3.41,21.76,81.75,1.24,0.4460837046305339,0.44544347127278644,18.79
2012-02-12,1.16,21.45,77.11,1.51,0.4372240702311198,0.4402109781901042,22.3
2012-02-13,3.03,20.43,78.95,1.73,0.4298566182454427,0.4329274495442708,20.16
2012-02-14,1.41,20.53,75.35,1.63,0.4265626271565755,0.42768605550130206,22.79
2012-02-15,0.0,20.35,67.33,1.65,0.4045085906982422,0.4203802744547526,24.4
2012-02-16,0.01,20.05,67.64,1.6,0.3836250305175781,0.41108449300130206,24.52
2012-02-17,1.41,19.86,74.27,1.27,0.37047068277994794,0.4023431142171224,22.47
2012-02-18,4.42,20.63,80.35,1.31,0.3907248179117839,0.3971265157063802,18.91
2012-02-19,2.9,20.93,80.8,1.44,0.40169334411621094,0.39502843221028644,19.97
2012-02-20,0.37,20.9,73.7,1.18,0.3927478790283203,0.3926677703857422,23.92
2012-02-21,0.19,20.72,69.91,1.37,0.3719031016031901,0.3876578013102214,23.72
2012-02-22,0.0,20.23,65.21,1.52,0.3513450622558594,0.38139979044596356,25.4
2012-02-23,0.0,20.64,63.43,1.51,0.33245213826497394,0.3744366963704427,25.21
2012-02-24,0.13,21.01,72.46,1.53,0.3168799082438151,0.3676465352376302,22.89
2012-02-25,1.18,21.33,75.61,1.95,0.309939702351888,0.3617719014485677,22.08
2012-02-26,2.02,20.04,77.25,2.05,0.3096173604329427,0.3570760091145833,19.13
2012-02-27,3.62,19.81,77.58,2.13,0.3256340026855469,0.3539886474609375,20.2
2012-02-28,5.43,19.56,80.86,2.06,0.35122426350911456,0.35211181640625,16.36
2012-02-29,6.74,20.41,79.53,1.69,0.3812243143717448,0.3524831136067708,18.64
2012-03-01,6.66,21.09,75.39,1.79,0.42337926228841144,0.3633677164713542,23.7
2012-03-02,10.11,21.16,81.51,1.71,0.4206727345784505,0.3722375233968099,17.88
2012-03-03,11.45,21.57,83.91,1.46,0.4377676645914714,0.40713755289713544,17.69
2012-03-04,4.42,22.07,80.05,1.07,0.4424152374267578,0.4168109893798828,18.68
2012-03-05,9.39,21.7,83.61,1.72,0.4554595947265625,0.4260985056559245,16.44
2012-03-06,8.04,20.87,80.7,2.09,0.45989354451497394,0.4356066385904948,18.28
2012-03-07,9.81,20.42,80.69,2.19,0.4589099884033203,0.4373620351155599,19.58
2012-03-08,3.68,20.28,74.89,2.07,0.448910395304362,0.4374135335286458,21.96
2012-03-09,28.71,20.37,83.05,1.57,0.4629535675048828,0.44176292419433594,19.24
2012-03-10,35.55,21.06,85.44,1.31,0.45443280537923175,0.45804913838704425,20.57
2012-03-11,43.66,20.85,88.52,1.52,0.4568443298339844,0.4638500213623047,17.45
2012-03-12,46.16,20.98,87.8,1.78,0.47028477986653644,0.4733587900797526,17.29
2012-03-13,32.34,20.96,87.21,1.6,0.4726702372233073,0.4730733235677083,16.76
2012-03-14,38.13,21.3,84.82,1.6,0.4474163055419922,0.4568551381429036,18.47
2012-03-15,10.43,21.33,85.81,1.49,0.47050921122233075,0.4479910532633464,17.21
2012-03-16,14.38,21.34,87.23,1.33,0.4827079772949219,0.46953582763671875,15.44
2012-03-17,33.87,20.88,90.07,1.08,0.4636516571044922,0.4759559631347656,10.93
2012-03-18,41.4,20.57,91.26,1.24,0.4640846252441406,0.4748007456461589,9.34
2012-03-19,9.6,20.01,86.16,1.52,0.48038482666015625,0.47881126403808594,12.03
2012-03-20,19.82,20.52,86.38,1.34,0.4778188069661458,0.48113441467285156,18.15
2012-03-21,7.52,20.82,86.17,1.08,0.4669850667317708,0.46539878845214844,16.11
2012-03-22,27.76,20.89,88.02,1.24,0.4715862274169922,0.4624487559000651,15.23
2012-03-23,22.0,20.64,90.6,0.98,0.4696973164876302,0.47149912516276044,13.3
2012-03-24,12.77,21.07,86.96,0.83,0.47156016031901044,0.4758370717366536,18.3
2012-03-25,12.06,21.46,86.76,0.68,0.4503517150878906,0.4599183400472005,17.64
2012-03-26,23.5,21.69,84.26,0.25,0.4376506805419922,0.46666208902994794,17.71
2012-03-27,8.05,21.77,85.2,0.76,0.46393903096516925,0.4524008433024089,16.37
2012-03-28,18.56,21.53,88.53,1.61,0.4721088409423828,0.4672342936197917,17.56
2012-03-29,8.16,21.43,86.53,1.16,0.4702014923095703,0.46791839599609375,15.33
2012-03-30,4.89,22.72,83.38,0.66,0.4732379913330078,0.472625732421875,13.8
2012-03-31,4.31,23.31,81.19,0.5,0.462890625,0.4666601816813151,16.51
2012-04-01,1.78,23.39,77.99,0.07,0.4590644836425781,0.46191978454589844,14.32
2012-04-02,5.91,23.15,80.09,0.21,0.4632854461669922,0.459713617960612,12.68
2012-04-03,13.34,22.82,83.66,0.44,0.46539878845214844,0.4646523793538411,13.93
2012-04-04,11.29,22.43,87.63,0.71,0.4398358662923177,0.4593029022216797,17.13
2012-04-05,5.68,22.46,84.15,0.43,0.47234853108723956,0.46925608317057294,17.88
2012-04-06,8.1,21.78,88.41,0.2,0.47585296630859375,0.47005971272786456,11.32
2012-04-07,20.24,21.68,86.2,0.3,0.4680194854736328,0.4778525034586589,13.32
2012-04-08,9.45,21.17,88.82,0.69,0.4742616017659505,0.4715843200683594,11.53
2012-04-09,35.42,20.39,92.11,0.85,0.466522216796875,0.47667185465494794,9.51
2012-04-10,13.06,21.08,86.29,0.98,0.4706846872965495,0.4740130106608073,16.64
2012-04-11,7.93,21.38,85.89,0.52,0.45117759704589844,0.4390252431233724,16.19
2012-04-12,19.66,21.35,88.74,0.3,0.4760519663492839,0.4638315836588542,14.42
2012-04-13,19.91,21.64,88.66,0.3,0.4666525522867839,0.47972361246744794,17.51
2012-04-14,10.81,21.16,91.25,0.82,0.4670124053955078,0.4727929433186849,11.52
2012-04-15,15.36,21.02,84.59,1.53,0.4576861063639323,0.47023963928222656,15.41
2012-04-16,10.9,21.62,84.15,1.41,0.48069318135579425,0.4767557779947917,19.18
2012-04-17,28.65,21.03,90.53,1.03,0.46090443929036456,0.46544520060221356,12.18
2012-04-18,23.05,21.22,91.11,0.68,0.46625391642252606,0.4550514221191406,13.03
2012-04-19,17.03,21.23,90.93,0.59,0.46817906697591144,0.47564951578776044,10.3
2012-04-20,7.31,21.92,88.17,0.11,0.4436086018880208,0.4599081675211589,16.99
2012-04-21,9.48,22.28,86.27,0.06,0.47177569071451825,0.4593219757080078,15.32
2012-04-22,10.67,21.86,86.02,0.38,0.4763959248860677,0.4719200134277344,16.95
2012-04-23,18.48,22.48,82.87,0.09,0.4667472839355469,0.47449302673339844,17.31
2012-04-24,35.23,22.29,87.28,0.05,0.45270729064941406,0.4714152018229167,13.87
2012-04-25,12.11,22.23,87.39,0.17,0.47992897033691406,0.47212855021158856,16.57
2012-04-26,44.5,22.17,90.25,0.88,0.46821022033691406,0.4726886749267578,14.45
2012-04-27,13.3,22.28,87.49,0.37,0.4811236063639323,0.470547358194987,11.82
2012-04-28,8.42,22.05,89.11,0.94,0.479522705078125,0.47725995381673175,17.85
2012-04-29,5.79,21.99,89.51,0.54,0.4776140848795573,0.4750162760416667,14.1
2012-04-30,12.86,22.4,89.67,0.72,0.4658222198486328,0.4738457997639974,14.67
2012-05-01,13.38,22.16,90.68,0.62,0.4572747548421224,0.4710381825764974,13.12
2012-05-02,34.84,21.6,92.45,0.41,0.4622154235839844,0.4782880147298177,8.31
2012-05-03,8.75,22.26,85.59,0.36,0.4630502065022786,0.4679374694824219,16.82
2012-05-04,13.41,22.58,85.44,0.32,0.45873069763183594,0.47119903564453125,12.26
2012-05-05,4.14,22.17,86.02,0.61,0.46476173400878906,0.46126747131347656,13.81
2012-05-06,11.85,21.81,86.62,0.36,0.4759381612141927,0.4633903503417969,15.62
2012-05-07,19.69,21.31,91.37,0.34,0.46824391682942706,0.4762439727783203,10.4
2012-05-08,11.21,21.24,89.76,0.25,0.4703572591145833,0.472500483194987,12.55
2012-05-09,7.34,22.71,83.09,0.14,0.4328804016113281,0.4584344228108724,17.24
2012-05-10,27.02,22.27,86.93,0.17,0.4734121958414714,0.4793968200683594,17.43
2012-05-11,11.5,22.33,87.66,0.65,0.457424799601237,0.46205774943033856,15.59
2012-05-12,16.21,21.86,89.38,0.78,0.4643669128417969,0.4767462412516276,15.7
2012-05-13,12.81,21.69,88.85,0.71,0.4417076110839844,0.44171142578125,17.37
2012-05-14,8.92,21.81,86.67,0.78,0.47481536865234375,0.45840199788411456,18.75
2012-05-15,5.21,22.27,84.45,0.83,0.4706306457519531,0.46825281778971356,20.89
2012-05-16,8.14,22.58,86.41,0.96,0.4655933380126953,0.46413103739420575,21.94
2012-05-17,17.09,23.07,86.96,0.66,0.44853655497233075,0.4656454722086589,20.93
2012-05-18,18.56,23.24,89.03,0.39,0.45485369364420575,0.4705727895100911,20.42
2012-05-19,14.93,22.59,88.22,0.5,0.4691918690999349,0.4781328837076823,18.86
2012-05-20,7.25,22.01,83.87,0.32,0.4552593231201172,0.46565691630045575,18.08
2012-05-21,21.56,22.36,88.64,0.54,0.4774513244628906,0.4808368682861328,18.76
2012-05-22,6.19,22.83,83.16,0.31,0.45676740010579425,0.46637407938639325,19.9
2012-05-23,11.42,23.31,86.19,0.02,0.4664293924967448,0.4661267598470052,19.41
2012-05-24,5.62,23.32,85.47,0.55,0.467251459757487,0.4750518798828125,21.87
2012-05-25,13.0,22.9,87.14,0.54,0.46668434143066406,0.4703286488850911,15.39
2012-05-26,12.65,22.5,86.59,0.15,0.4775511423746745,0.47875213623046875,14.43
2012-05-27,8.58,23.57,83.87,0.29,0.46569188435872394,0.47449620564778644,17.14
2012-05-28,0.83,23.49,79.84,0.44,0.4227155049641927,0.4579671223958333,20.41
2012-05-29,1.72,23.3,83.18,0.4,0.418453852335612,0.4433002471923828,17.61
2012-05-30,13.08,23.92,84.16,0.3,0.43436749776204425,0.4417724609375,17.06
2012-05-31,4.1,23.64,81.67,0.22,0.4486033121744792,0.458010991414388,15.77
2012-06-01,4.15,24.08,79.3,0.11,0.459530512491862,0.4556407928466797,18.06
2012-06-02,6.6,23.67,81.35,0.25,0.4595254262288411,0.45523516337076825,21.14
2012-06-03,3.02,23.58,83.15,0.41,0.4644018809000651,0.46140797932942706,21.98
2012-06-04,0.63,23.39,78.86,0.88,0.4454231262207031,0.4547239939371745,23.62
2012-06-05,0.56,23.46,77.53,0.51,0.4270922342936198,0.44453684488932294,24.02
2012-06-06,1.5,24.07,77.65,0.5,0.41454505920410156,0.43472735087076825,22.7
2012-06-07,0.47,23.73,74.94,0.64,0.40903472900390625,0.4266592661539714,22.23
2012-06-08,2.91,23.34,83.63,0.9,0.401156743367513,0.4191150665283203,17.4
